Genes	BaseMean	log2FoldChange	lfcSE	stat	pvalue	padj
HOXC10	253.715674058463	3.85191637512403e-06	4.66318373489502e-05	0.0826027150999819	0.934167442318078	0.964301875941242
HOXC6	253.715674058463	0.000787355797839162	0.000256951430218024	3.06422033600315	0.0021823811241171	0.0178659128206828
HOXC9	253.715674058463	0.000124859759577886	0.000198595838222152	0.628712870801534	0.529537050339877	0.677807424435043
HOXC8	253.715674058463	0.000939240815609823	0.000277755684631803	3.38153588775291	0.000720818165273802	0.00256290903208463
HOXC4	253.715674058463	0.00292561711008681	0.000832470216547122	3.51438051708508	0.000440780914547245	0.00176312365818898
SMUG1	253.715674058463	-0.000396500394233407	0.000267139077497682	-1.48424707439835	0.137743385429713	0.293852555583388
CBX5	253.715674058463	-0.000350475524498907	0.000121793691198874	-2.8776164105793	0.00400692040552024	0.0128221452976648
HNRNPA1	253.715674058463	-6.90871350689863e-05	8.30369886055164e-06	-8.32004342031216	8.79310943161915e-17	4.68965836353021e-16
COPZ1	253.715674058463	-0.000106842539637568	6.62327300830442e-05	-1.61313808903251	0.106714510367677	0.336521423717001
ZNF385A	253.715674058463	-2.62840433998294e-06	5.29500635825544e-05	-0.0496393046985674	0.960409824604334	0.991390786688345
ITGA5	253.715674058463	-0.000232172251543906	4.96542307870243e-05	-4.67577984522072	2.92838636300384e-06	9.37083636161228e-06
PPP1R1A	253.715674058463	2.4472666760923e-05	6.5012250466152e-06	3.7643161997083	0.000167005452636033	0.000763453497764721
METTL7B	253.715674058463	-8.05169183795187e-05	0.000225237313648757	-0.357475930942239	0.720735541773261	0.931943843386064
ITGA7	253.715674058463	1.27757431167216e-05	9.54646823848817e-06	1.33826906428223	0.180808742484855	0.694948138832685
BLOC1S1	253.715674058463	-0.000136238609452258	5.54848116634265e-05	-2.45542167969655	0.0140719412689711	0.0316878256903406
RDH5	253.715674058463	0.000164671589735388	0.000268512504199196	0.613273449690919	0.539695545771923	0.67167315044545
CD63	253.715674058463	-6.10381989842657e-05	8.09968670309196e-06	-7.53587159870827	4.85083722648665e-14	1.55226791247573e-12
RP11.644F5.11	253.715674058463	-0.000537038510968976	0.000237929819328773	-2.25712990697854	0.0239999586157385	0.0511999117135756
GDF11	253.715674058463	-0.00101134531372392	0.00041420505430955	-2.44165372489179	0.0146201623928216	0.0280317957191118
