Gene	Cluster_00	Cluster_01	Cluster_02	Cluster_03	Cluster_04	Cluster_05	Cluster_06	Cluster_07	Cluster_08	Cluster_09	Cluster_10	Cluster_11	Cluster_12	Cluster_13	Cluster_14	Cluster_15	Cluster_16	Cluster_17	Cluster_18	Cluster_19	Cluster_20	Cluster_21	Cluster_22	Cluster_23	Cluster_24	Cluster_25	Cluster_26	Cluster_27	Cluster_28	Cluster_29	Cluster_30	Cluster_31	Total_Up_Regulated
MYH9	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	15
CSNK1E	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	15
ARMCX1	0	0	0	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	15
GPRASP2	0	1	0	1	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	1	0	1	0	0	1	1	1	1	0	0	0	0	15
HPRT1	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	1	15
SCNN1D	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	14
RP4.635E18.8	0	0	0	1	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	14
LRRC38	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	1	1	1	0	1	1	0	0	0	0	1	1	0	0	0	1	0	14
AKR7A2	0	0	0	1	0	1	0	1	1	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	14
SRRM1	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
MARCKSL1	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	14
RP11.69E11.4	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	14
KCNQ4	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	14
FAAH	0	0	0	1	0	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	14
ECHDC2	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	1	1	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	14
SLC1A7	0	1	0	1	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	14
CYR61	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
GBP1	0	0	0	1	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	14
RP5.1074L1.4	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	14
ADAMTS4	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	1	14
CACNA1S	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	14
DUSP10	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	14
ACTN2	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	1	0	14
CYP1B1	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
MSH2	0	0	0	1	1	1	0	0	1	0	0	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	14
WBP1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	14
ANKRD23	1	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	14
NOSTRIN	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	1	0	0	14
FAM126B	0	0	0	1	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
RPE	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	14
INPP5D	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	1	14
TTLL3	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	14
OSBPL10	0	0	0	1	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
CLASP2	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	14
ARPP21	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	1	14
MST1	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	14
RBM5	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
CD47	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	14
ACAD11	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	14
ZBTB38	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	0	0	0	1	0	1	14
WWTR1	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	1	14
ZMAT3	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	0	0	0	1	0	1	14
TTC14	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	14
MYL5	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	14
TMEM128	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	14
YIPF7	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	14
SPRY1	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
PDGFC	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	14
CEP44	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
PRR16	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	14
ACSL6	0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	14
PDLIM4	0	0	0	1	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	14
CAMK2A	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	14
CD74	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	14
ADAM19	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	14
ZNF346	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	14
CTC.338M12.1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	1	1	0	0	1	0	14
NEDD9	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	14
CMAHP	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	14
HLA.B	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	14
MSH5	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	14
HLA.DRA	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	14
HLA.DRB5	0	0	0	1	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	14
PSMB9	0	0	0	0	1	1	0	1	1	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	14
HLA.DMB	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	1	14
HLA.DPA1	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	14
HLA.DPB1	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	14
PIM1	0	0	0	0	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
SYNE1	0	0	0	1	1	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	14
C7orf50	0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	14
TMED4	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	14
GTF2IP13	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	14
SERPINE1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	1	14
CPED1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	0	1	14
RP11.274B21.2	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	1	14
RP11.134L10.1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	14
TMEM178B	0	0	0	1	1	1	0	1	0	1	0	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	14
PLEKHA2	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	1	14
GDAP1	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	14
ZBTB10	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	1	14
RBM12B	0	0	0	0	1	1	0	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
NDRG1	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	14
CTD.3064M3.7	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	14
PTAR1	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
CEP78	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	14
MFSD14C	0	0	0	0	1	1	0	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
COL15A1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	0	1	0	0	1	1	1	1	0	0	0	0	14
ABCA1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	1	14
MAMDC4	0	0	0	0	1	1	0	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
TRAF2	0	0	0	0	1	1	0	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
C8G	0	0	0	0	1	1	0	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
PTGDS	0	0	0	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	14
NPDC1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	14
LARP4B	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	14
IDI2	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	1	1	1	1	0	1	0	14
AGAP9	0	0	0	1	1	1	0	1	1	0	0	1	0	0	1	1	0	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	14
PRKG1	1	1	0	1	0	0	1	0	1	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	14
CFAP70	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	14
DUPD1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0	1	0	14
LDB3	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	1	0	14
AVPI1	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	14
PRR33	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	0	0	14
PGAP2	0	0	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	14
ADM	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
CTD.2003C8.2	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	1	1	1	0	0	1	0	14
LIN7C	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0	14
SLC43A3	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
CTNND1	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
CCS	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
RP11.658F2.8	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	14
PRSS23	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	0	0	14
BIRC3	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	14
DIXDC1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	0	1	0	0	1	1	1	1	0	0	0	0	14
MCAM	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
FLI1	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
CD27.AS1	0	0	0	1	1	1	0	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	14
SPX	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	14
NDUFA4L2	0	0	0	0	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
PAWR	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
CDK17	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	1	14
TMPO	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	14
CRYL1	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	14
NBEA	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	1	1	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	14
DGKH	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	1	14
GAS6.AS1	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	14
PPP1R3E	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	14
LTB4R	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	14
SDR39U1	0	0	0	1	1	1	0	1	1	0	0	0	0	1	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	14
ACTR10	0	0	0	1	1	0	0	1	1	1	0	0	1	0	1	1	1	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	14
EVL	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	1	1	1	0	1	0	1	0	0	1	1	1	1	0	0	0	0	14
GOLGA8B	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	14
UNC13C	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	1	0	14
IGDCC4	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	14
IGF1R	0	0	0	0	1	1	0	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
RAB40C	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	14
MAPK8IP3	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
SNHG19	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
C16orf58	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
FUK	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	1	0	0	14
TRAPPC2L	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	14
DOC2B	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	14
USP6	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	14
RP11.46I8.4	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	14
PMP22	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	0	0	0	0	1	1	0	14
PIGL	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	1	14
LRRC75A.AS1	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
USP32P1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	14
MFAP4	0	0	0	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	14
PGAP3	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	14
ACBD4	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	14
LINC02210	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
TSPOAP1	0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	14
MRC2	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	0	1	1	1	1	0	0	0	0	14
QRICH2	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	0	1	0	0	1	1	0	14
FN3KRP	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
ENOSF1	0	0	0	1	1	1	0	1	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	0	0	0	0	1	0	0	14
MIR133A1HG	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	14
NDUFS7	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	1	0	14
SEMA6B	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
ZNF844	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	14
CTD.2013N17.6	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	14
ZNF493	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
GRAMD1A	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	14
ARHGAP33	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	14
PCAT19	0	0	0	0	1	1	0	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
ZNF428	0	0	0	0	1	1	0	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
BCAM	0	0	0	1	1	1	0	1	1	0	0	0	0	0	1	1	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	14
ERCC2	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	0	1	0	0	0	1	0	14
SYMPK	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	14
ZNF160	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	1	14
ZNF550	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	14
PRNP	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	1	14
STMN3	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	14
ZBTB21	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	14
ABCG1	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	14
CDC42EP1	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	14
MAFF	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	14
PDGFB	0	0	0	1	1	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	14
ARMCX4	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	14
RAB9B	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	14
MORC4	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	14
AMOT	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	0	1	1	1	1	1	0	0	0	0	14
ARHGAP36	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	14
LINC00893	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	14
SRPK3	0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	14
TNFRSF14	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	13
NBL1	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	13
PTPRU	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	0	0	0	0	1	0	0	13
RP11.415J8.3	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	13
